driverref,position,time,ms,lap,raceid,roundNum,circuitName,circuitLat,circuitLong,circuitCountry,circuitCity
mick_schumacher,13,02:32.8,152828,42,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,02:25.5,145466,42,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:51.9,111903,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:51.7,111724,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:54.2,114241,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:53.5,113478,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:55.1,115095,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:55.5,115502,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:54.9,114864,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:55.0,115027,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:54.3,114342,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:54.1,114129,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,11,01:56.5,116500,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,12,01:51.4,111370,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:59.5,119502,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:55.8,115808,43,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:51.4,111355,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:51.6,111582,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:52.1,112063,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:52.4,112396,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:54.7,114728,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:54.8,114765,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:54.7,114654,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:54.6,114632,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:53.7,113713,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:53.7,113723,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,11,01:56.0,115982,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,12,01:50.6,110616,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,02:01.8,121846,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,02:04.1,124133,44,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:50.5,110538,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:50.3,110328,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:51.0,110988,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:51.1,111109,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:53.4,113419,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:55.7,115740,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:55.8,115825,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:55.9,115941,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:55.9,115876,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:55.0,114985,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,11,01:53.8,113827,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,12,01:50.0,110049,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:57.3,117253,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:55.0,115047,45,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:50.4,110363,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:50.8,110798,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:51.0,111048,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:51.1,111071,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:53.5,113508,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:52.8,112756,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:53.5,113467,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:53.3,113348,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:53.5,113497,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:53.7,113728,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,11,01:54.0,114003,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,12,01:51.8,111824,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,13,01:53.6,113640,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,14,01:55.6,115624,46,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:50.5,110501,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:50.2,110151,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:50.3,110340,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.6,110560,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:52.0,111975,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:52.3,112270,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:52.3,112259,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:52.4,112403,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:52.9,112934,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:52.7,112736,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,11,01:51.5,111455,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:55.3,115269,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,13,01:50.5,110505,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,14,01:55.1,115088,47,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:49.5,109500,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:50.5,110469,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:50.1,110101,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:51.2,111165,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:52.2,112198,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:51.6,111564,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:52.2,112233,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:52.7,112736,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:52.7,112678,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:52.6,112579,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,11,01:50.5,110508,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:53.6,113596,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,13,01:51.6,111603,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,14,01:52.7,112651,48,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:49.2,109189,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.2,109177,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:50.0,110005,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.1,110139,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:52.2,112162,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:51.9,111854,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:52.0,111999,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:51.9,111903,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:54.5,114531,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,10,01:53.1,113071,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,11,01:49.9,109944,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:52.1,112081,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,13,01:58.7,118702,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,14,01:52.4,112416,49,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:49.3,109285,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.3,109336,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:50.1,110096,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:49.7,109684,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.6,111589,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:51.8,111786,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.3,111319,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:51.4,111363,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,9,01:52.3,112307,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,10,01:50.3,110250,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:54.3,114301,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:52.5,112540,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,13,01:49.6,109567,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,14,01:51.1,111132,50,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:49.6,109565,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:50.1,110099,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:49.4,109424,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.0,109993,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.7,111688,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:52.6,112587,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.8,111799,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:51.9,111935,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,9,01:49.8,109846,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:54.7,114699,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:53.7,113656,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:53.1,113138,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:52.2,112195,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,02:01.7,121663,51,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:48.8,108841,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.6,109557,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:49.7,109683,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.5,110472,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.6,111621,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:51.5,111511,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.4,111396,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:51.0,110994,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,9,01:49.1,109142,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:51.8,111753,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:51.9,111864,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:52.5,112514,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:50.7,110731,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,02:16.5,136484,52,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:48.6,108578,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:48.8,108839,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:49.4,109420,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.3,110253,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.1,111076,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:50.8,110823,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.3,111311,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:51.2,111249,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,9,01:50.0,109979,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:51.3,111349,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:52.9,112899,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:52.2,112228,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:51.6,111607,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:50.3,110349,53,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:48.6,108576,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:48.8,108753,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:49.6,109626,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:49.9,109929,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.1,111061,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:51.3,111337,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.0,111040,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:50.8,110798,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,9,01:50.9,110890,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:50.7,110728,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:52.2,112228,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:53.3,113317,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:52.2,112194,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:46.5,106458,54,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:48.6,108645,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.0,109016,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:49.3,109346,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.4,110427,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.2,111197,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:51.1,111074,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.0,111022,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:50.8,110794,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,9,01:50.9,110878,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:50.8,110836,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:52.3,112335,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:52.7,112660,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:51.9,111917,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:51.7,111674,55,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:48.3,108251,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.0,109012,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:49.0,109013,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:49.2,109212,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.2,111176,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:50.7,110708,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:50.8,110759,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,8,01:50.7,110750,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,9,01:50.7,110652,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:50.6,110569,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:52.3,112262,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:53.0,113041,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:52.9,112865,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:56.0,115950,56,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:48.2,108165,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.1,109069,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:48.7,108712,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:49.7,109749,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:51.0,111006,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:50.4,110420,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:51.4,111449,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,8,01:50.9,110934,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,9,01:54.1,114064,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:51.7,111662,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:53.3,113276,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:53.6,113585,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:51.2,111193,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
russell,14,01:51.9,111903,57,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:49.0,109009,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:51.2,111181,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:48.7,108746,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.0,110014,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:52.5,112526,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:50.3,110283,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,7,01:50.7,110669,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,8,01:50.6,110597,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,9,01:50.6,110622,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:50.9,110894,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:56.9,116931,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:54.3,114259,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
mick_schumacher,13,01:50.3,110290,58,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
perez,1,01:49.7,109652,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
leclerc,2,01:49.9,109913,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
sainz,3,01:48.4,108414,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
norris,4,01:50.8,110751,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
ricciardo,5,01:52.1,112080,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
stroll,6,01:52.0,111958,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,7,01:51.1,111068,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
vettel,8,01:52.7,112728,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
hamilton,9,01:51.1,111101,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
gasly,10,01:52.7,112655,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
bottas,11,01:56.1,116059,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
kevin_magnussen,12,01:52.1,112067,59,1090,17,Marina Bay Street Circuit,1.2914,103.864,Singapore,Marina Bay
max_verstappen,1,02:02.0,122046,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
leclerc,2,02:04.6,124571,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
perez,3,02:07.5,127539,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
ocon,4,02:12.6,132607,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
hamilton,5,02:16.3,136349,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
alonso,6,02:19.0,139009,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
russell,7,02:22.3,142299,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
ricciardo,8,02:24.9,144913,1,1091,18,Suzuka Circuit,34.8431,136.541,Japan,Suzuka
